Institution,Faculty,Gender,Age,Level,Exposed_to_Content,Frequency,Content_Type,Awareness_Increased,Learned_Deforestation,Influenced_Views,Pay_Attention,Follow_Pages,Platforms_Used_Raw,Main_Platform,Interaction_Type,Pref_Instagram,Pref_Twitter,Pref_WhatsApp,Pref_YouTube,Changed_Behavior,Actions_Taken_Raw,Social_Media_Motivates,Conscious_Increase,Speak_More,Feel_Responsible,Effective_Factor,Suggestions
Lead City University (LCU),Applied Sciences,Female,21–25,300 Level,Yes,Daily,Images/Posters,5,5,3,5,Not sure,"Facebook, Instagram",WhatsApp,Like only,4,3,4,2,Yes,Shared Content,3,3,4,3,Strong visuals,Collaborate with schools
University of Ibadan (UI),Arts,Male,16–20,300 Level,Yes,Rarely,Articles/Posts,4,5,1,2,No,Instagram,Facebook,Like & Comment,3,4,5,4,Yes,"Joined Group, Shared Content",2,4,2,3,Strong visuals,None
University of Ibadan (UI),Arts,Male,21–25,200 Level,Yes,Weekly,Videos/Documentaries,5,2,4,4,Yes,"YouTube, Instagram",WhatsApp,Participate in Challenges/Campaigns,2,4,5,5,No,None,4,3,2,3,Emotional storytelling,None
University of Ibadan (UI),Arts,Female,21–25,500 Level / Postgraduate,Yes,Weekly,Images/Posters,5,3,3,4,Yes,"WhatsApp, Facebook",Twitter (X),Share/Repost,4,4,3,4,No,None,5,2,2,3,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,16–20,200 Level,Yes,Weekly,Videos/Documentaries,4,5,2,5,No,"WhatsApp, Facebook",Facebook,Share/Repost,4,3,5,4,No,None,5,4,2,2,Emotional storytelling,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,100 Level,Yes,Weekly,Campaign Flyers,4,3,2,4,Yes,"Twitter (X), Facebook",WhatsApp,Like only,3,5,5,3,No,None,4,3,2,4,Real-life statistics,None
Lead City University (LCU),Law,Female,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,Facebook,I only view/read,3,3,4,5,Not sure,None,2,5,1,1,Emotional storytelling,Make it relatable
University of Ibadan (UI),Arts,Female,16–20,200 Level,Yes,Weekly,Articles/Posts,5,5,4,4,Yes,"Facebook, WhatsApp",Twitter (X),Participate in Challenges/Campaigns,2,2,4,3,No,None,2,4,4,4,Strong visuals,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,Above 30,200 Level,Yes,Weekly,Articles/Posts,4,5,4,3,No,Twitter (X),Facebook,I only view/read,2,4,4,4,Yes,Donation,5,4,3,2,Strong visuals,None
Lead City University (LCU),Law,Male,21–25,500 Level / Postgraduate,Yes,Rarely,Articles/Posts,4,2,2,3,Yes,"Instagram, Facebook",Facebook,Like & Comment,4,2,4,3,Yes,Tree-planting,3,1,1,3,Simplicity and clarity,None
"The Polytechnic, Ibadan",Engineering,Male,Above 30,100 Level,Yes,Rarely,Images/Posters,4,2,3,3,Not sure,"WhatsApp, Facebook",Facebook,I only view/read,2,3,5,4,Yes,Shared Content,4,5,2,1,Emotional storytelling,None
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,Yes,Rarely,Campaign Flyers,4,5,4,3,Yes,WhatsApp,WhatsApp,Participate in Challenges/Campaigns,4,3,4,4,No,None,3,3,3,2,Strong visuals,Good job
University of Ibadan (UI),Science,Male,21–25,200 Level,Yes,Weekly,Articles/Posts,3,4,5,4,Not sure,Instagram,Twitter (X),Like only,4,2,3,2,No,None,4,5,3,4,Strong visuals,Make it relatable
Lead City University (LCU),Law,Male,21–25,200 Level,Yes,Weekly,Videos/Documentaries,4,4,3,5,Yes,Facebook,Twitter (X),Like only,2,3,5,4,Yes,Tree-planting,4,5,3,1,Simplicity and clarity,None
Lead City University (LCU),Applied Sciences,Male,21–25,100 Level,Yes,Weekly,Images/Posters,3,3,5,5,Yes,"WhatsApp, Facebook",Twitter (X),I only view/read,3,2,5,5,No,None,5,3,5,5,Simplicity and clarity,More videos
"Federal College of Agriculture, Ibadan",Agriculture,Female,26–30,100 Level,Yes,Weekly,Videos/Documentaries,5,4,4,3,No,"Instagram, Twitter (X), WhatsApp",Instagram,Like only,3,2,4,4,No,None,3,5,3,3,Strong visuals,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Male,26–30,400 Level,Yes,Weekly,Infographics,2,3,4,3,Yes,WhatsApp,WhatsApp,Share/Repost,5,3,5,4,Yes,"Stopped Harmful Products, Shared Content",3,2,3,5,Strong visuals,None
Lead City University (LCU),Law,Male,21–25,500 Level / Postgraduate,Yes,Weekly,Campaign Flyers,4,3,4,4,Yes,"WhatsApp, Instagram, Facebook",WhatsApp,Like only,4,3,3,4,No,None,5,4,4,3,Simplicity and clarity,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,200 Level,Yes,Weekly,Images/Posters,4,3,4,2,No,"WhatsApp, YouTube, Facebook",I do not engage,Participate in Challenges/Campaigns,4,2,4,3,No,None,2,3,2,1,Emotional storytelling,More videos
Lead City University (LCU),Law,Male,21–25,200 Level,Yes,Rarely,Infographics,4,4,3,2,Yes,WhatsApp,Facebook,Participate in Challenges/Campaigns,4,4,5,4,No,None,2,2,2,1,Strong visuals,More videos
Lead City University (LCU),Law,Male,26–30,400 Level,Yes,Rarely,Images/Posters,3,3,3,2,No,Instagram,TikTok,Like only,5,3,5,5,No,None,3,2,3,2,Strong visuals,None
Lead City University (LCU),Applied Sciences,Female,16–20,200 Level,Yes,Weekly,Campaign Flyers,5,4,2,3,Yes,"WhatsApp, Twitter (X), Facebook, Instagram",WhatsApp,Participate in Challenges/Campaigns,5,3,4,3,No,None,2,5,1,4,Strong visuals,None
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,100 Level,Yes,Rarely,Infographics,4,2,2,3,Yes,"Facebook, Twitter (X)",Twitter (X),Like & Comment,4,1,2,4,No,None,4,5,1,3,Real-life statistics,Collaborate with schools
"Federal College of Agriculture, Ibadan",Horticulture,Male,16–20,100 Level,Yes,Weekly,Images/Posters,4,5,2,5,Yes,"WhatsApp, Facebook",WhatsApp,I only view/read,5,4,3,3,No,None,3,3,2,3,Simplicity and clarity,None
University of Ibadan (UI),Social Sciences,Male,21–25,100 Level,Yes,Weekly,Images/Posters,3,3,5,2,No,WhatsApp,Twitter (X),Like only,4,3,4,3,Yes,"Tree-planting, Shared Content",1,3,4,4,Strong visuals,More videos
"Federal College of Agriculture, Ibadan",Horticulture,Female,21–25,500 Level / Postgraduate,Yes,Daily,Articles/Posts,4,5,5,4,Yes,"Facebook, Instagram",Instagram,Like & Comment,4,4,3,2,Yes,"Shared Content, Joined Group",4,5,5,5,Emotional storytelling,Good job
University of Ibadan (UI),Renewable Natural Resources,Female,16–20,200 Level,Yes,Weekly,Articles/Posts,4,5,4,3,Yes,"Facebook, WhatsApp, Instagram",WhatsApp,Like & Comment,5,2,4,5,Yes,"Tree-planting, Joined Group",5,3,4,4,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,200 Level,Not sure,Not Applicable,None,3,3,3,3,No,"TikTok, Facebook",Facebook,I only view/read,2,3,5,4,No,None,2,3,4,5,Simplicity and clarity,Collaborate with schools
"The Polytechnic, Ibadan",Business,Female,21–25,200 Level,Yes,Weekly,Articles/Posts,4,3,4,3,No,"Instagram, Twitter (X)",Facebook,I only view/read,5,3,5,5,No,None,2,3,4,3,Strong visuals,None
Lead City University (LCU),Management,Female,16–20,100 Level,Yes,Weekly,Images/Posters,4,4,2,3,Yes,Twitter (X),Facebook,I only view/read,4,4,4,3,Yes,Shared Content,2,2,4,3,Strong visuals,None
Lead City University (LCU),Law,Male,16–20,100 Level,Yes,Rarely,Images/Posters,4,3,2,2,Yes,WhatsApp,Twitter (X),I only view/read,4,4,4,4,No,None,5,5,2,3,Influencer promotion,Make it relatable
Lead City University (LCU),Law,Female,26–30,400 Level,Yes,Rarely,Videos/Documentaries,3,4,3,1,No,WhatsApp,Instagram,I only view/read,4,3,4,3,No,None,4,5,3,4,Strong visuals,Make it relatable
Lead City University (LCU),Management,Female,21–25,500 Level / Postgraduate,Not sure,Not Applicable,None,3,3,3,3,No,WhatsApp,Instagram,Like only,5,2,4,3,No,None,3,5,2,5,Influencer promotion,More videos
University of Ibadan (UI),Social Sciences,Female,16–20,200 Level,Yes,Weekly,Images/Posters,5,3,2,4,No,Facebook,WhatsApp,Like only,3,2,5,3,No,None,4,4,3,4,Emotional storytelling,Collaborate with schools
Lead City University (LCU),Applied Sciences,Female,Above 30,300 Level,Yes,Rarely,Campaign Flyers,4,2,3,1,No,Twitter (X),Twitter (X),I only view/read,5,3,5,3,No,None,1,2,2,2,Influencer promotion,None
Lead City University (LCU),Applied Sciences,Female,16–20,100 Level,Yes,Weekly,Images/Posters,3,5,2,2,Not sure,"Instagram, WhatsApp",Facebook,I only view/read,4,3,3,3,No,None,4,3,3,4,Influencer promotion,Good job
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,200 Level,Yes,Daily,Infographics,5,5,3,3,Yes,"WhatsApp, Facebook, Instagram, Twitter (X)",Facebook,Like only,3,3,4,4,No,None,2,4,4,4,Real-life statistics,Collaborate with schools
University of Ibadan (UI),Science,Female,16–20,400 Level,Yes,Rarely,Images/Posters,5,2,2,2,Yes,"Twitter (X), WhatsApp",TikTok,I only view/read,3,3,2,3,No,None,3,3,1,2,Strong visuals,None
University of Ibadan (UI),Social Sciences,Male,21–25,200 Level,Yes,Rarely,Videos/Documentaries,4,4,3,3,Not sure,WhatsApp,Twitter (X),Like & Comment,4,4,3,2,No,None,1,1,2,2,Simplicity and clarity,None
"The Polytechnic, Ibadan",Business,Male,16–20,200 Level,Yes,Rarely,Videos/Documentaries,3,5,2,2,Yes,"Instagram, WhatsApp, Facebook",Facebook,I only view/read,5,2,5,4,Yes,Donation,4,2,1,4,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Female,21–25,100 Level,Yes,Rarely,Videos/Documentaries,3,4,4,4,Yes,Instagram,WhatsApp,Participate in Challenges/Campaigns,3,4,3,4,Yes,"Shared Content, Joined Group",3,1,2,4,Emotional storytelling,More videos
University of Ibadan (UI),Social Sciences,Male,16–20,200 Level,Yes,Weekly,Images/Posters,2,3,3,4,Yes,"Instagram, Facebook, WhatsApp",Instagram,Like & Comment,2,4,4,4,Yes,"Shared Content, Joined Group",3,3,2,4,Emotional storytelling,More videos
"The Polytechnic, Ibadan",Engineering,Female,16–20,100 Level,Yes,Rarely,Images/Posters,4,3,2,3,No,"WhatsApp, Instagram",Facebook,Like & Comment,4,2,3,5,No,None,4,5,4,3,Simplicity and clarity,Good job
Lead City University (LCU),Management,Male,21–25,400 Level,Not sure,Not Applicable,None,3,3,3,3,No,WhatsApp,YouTube,Like only,3,4,5,4,No,None,3,3,2,2,Strong visuals,None
"The Polytechnic, Ibadan",Science,Female,21–25,400 Level,Yes,Rarely,Videos/Documentaries,3,3,4,4,Yes,"Facebook, WhatsApp",Facebook,I only view/read,2,3,4,4,No,None,2,2,1,1,Strong visuals,More videos
Lead City University (LCU),Law,Male,16–20,400 Level,Yes,Weekly,Images/Posters,5,2,4,4,Yes,"WhatsApp, Instagram",WhatsApp,Like & Comment,2,4,4,3,Not sure,None,3,4,2,2,Real-life statistics,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,400 Level,Yes,Weekly,Videos/Documentaries,3,4,4,2,Yes,WhatsApp,YouTube,I only view/read,3,4,4,4,No,None,3,3,2,3,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Female,16–20,500 Level / Postgraduate,No,Not Applicable,None,3,3,3,3,No,Instagram,Twitter (X),Like & Comment,4,4,5,4,No,None,3,4,2,4,Strong visuals,Collaborate with schools
Lead City University (LCU),Management,Female,21–25,500 Level / Postgraduate,Not sure,Not Applicable,None,3,3,3,3,No,Instagram,Instagram,Share/Repost,5,3,3,5,No,None,3,4,1,3,Strong visuals,Collaborate with schools
University of Ibadan (UI),Social Sciences,Male,21–25,100 Level,Not sure,Not Applicable,None,3,3,3,3,No,"WhatsApp, Twitter (X), Instagram, Facebook",Instagram,Participate in Challenges/Campaigns,3,2,5,3,Yes,Donation,4,5,3,5,Emotional storytelling,More videos
Lead City University (LCU),Law,Female,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,TikTok,Share/Repost,2,2,5,3,No,None,3,3,1,2,Real-life statistics,Collaborate with schools
University of Ibadan (UI),Arts,Female,16–20,300 Level,Yes,Rarely,Videos/Documentaries,4,3,3,2,No,Twitter (X),Twitter (X),I only view/read,5,4,3,3,No,None,4,4,3,2,Strong visuals,Good job
"The Polytechnic, Ibadan",Science,Female,16–20,200 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,YouTube,Like & Comment,5,3,5,2,No,None,2,3,1,2,Simplicity and clarity,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,400 Level,Yes,Weekly,Articles/Posts,5,3,3,4,Yes,WhatsApp,Instagram,I only view/read,5,3,4,4,Yes,Shared Content,4,4,3,2,Strong visuals,Collaborate with schools
Lead City University (LCU),Management,Male,21–25,200 Level,Yes,Weekly,Campaign Flyers,5,4,3,2,Not sure,WhatsApp,I do not engage,Like only,5,1,4,4,Yes,"Stopped Harmful Products, Shared Content",3,5,5,4,Strong visuals,None
"The Polytechnic, Ibadan",Engineering,Male,21–25,100 Level,Yes,Rarely,Images/Posters,3,4,3,3,Yes,"WhatsApp, Facebook",Twitter (X),I only view/read,4,4,4,3,No,None,2,3,2,3,Strong visuals,Make it relatable
University of Ibadan (UI),Arts,Female,16–20,200 Level,Yes,Rarely,Images/Posters,2,4,3,2,Yes,WhatsApp,Instagram,Like only,4,5,5,5,No,None,2,3,2,3,Influencer promotion,Collaborate with schools
University of Ibadan (UI),Social Sciences,Female,21–25,200 Level,Yes,Rarely,Videos/Documentaries,5,5,2,1,Not sure,WhatsApp,Facebook,Like only,3,4,5,3,No,None,1,4,2,3,Simplicity and clarity,None
University of Ibadan (UI),Social Sciences,Female,16–20,100 Level,Yes,Rarely,Articles/Posts,3,3,1,2,Yes,"Facebook, WhatsApp",Facebook,Like only,4,3,5,4,Yes,Shared Content,3,3,2,1,Real-life statistics,More videos
University of Ibadan (UI),Science,Male,26–30,300 Level,Yes,Daily,Images/Posters,4,4,5,4,Yes,WhatsApp,Facebook,Like only,4,3,4,4,Yes,"Shared Content, Joined Group",3,4,3,5,Strong visuals,None
"The Polytechnic, Ibadan",Science,Male,26–30,300 Level,Yes,Rarely,Images/Posters,3,4,3,2,Yes,"Instagram, WhatsApp, TikTok",Facebook,Like only,3,3,3,3,No,None,4,2,2,3,Strong visuals,None
Lead City University (LCU),Law,Male,16–20,500 Level / Postgraduate,Yes,Weekly,Videos/Documentaries,5,4,3,4,Yes,"Instagram, Twitter (X)",TikTok,Participate in Challenges/Campaigns,4,2,5,4,No,None,4,4,3,4,Emotional storytelling,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,300 Level,Yes,Daily,Videos/Documentaries,5,5,5,5,Yes,"YouTube, Instagram",Twitter (X),Like & Comment,4,4,4,5,Yes,Shared Content,4,5,5,4,Simplicity and clarity,Collaborate with schools
Lead City University (LCU),Applied Sciences,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,Facebook,Instagram,Like only,5,3,5,1,No,None,1,2,2,3,Emotional storytelling,Make it relatable
University of Ibadan (UI),Science,Male,16–20,300 Level,No,Not Applicable,None,3,3,3,3,No,YouTube,Instagram,I only view/read,3,3,4,2,No,None,3,4,3,2,Real-life statistics,Collaborate with schools
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,300 Level,Not sure,Not Applicable,None,3,3,3,3,No,"Facebook, TikTok, Instagram, WhatsApp",Instagram,I only view/read,1,2,2,5,Yes,Shared Content,1,4,3,3,Simplicity and clarity,More videos
"The Polytechnic, Ibadan",Business,Prefer not to say,16–20,400 Level,Yes,Rarely,Articles/Posts,4,5,3,2,No,"Facebook, TikTok",Instagram,Like only,4,5,4,4,No,None,3,3,4,2,Strong visuals,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,21–25,500 Level / Postgraduate,Yes,Weekly,Images/Posters,3,2,3,4,No,"TikTok, Twitter (X)",Twitter (X),Like & Comment,5,5,2,4,Yes,"Tree-planting, Shared Content",4,4,2,3,Emotional storytelling,Collaborate with schools
Lead City University (LCU),Applied Sciences,Male,16–20,400 Level,Yes,Weekly,Videos/Documentaries,5,5,5,4,Not sure,"TikTok, Facebook",Facebook,Like only,5,3,3,5,Yes,Shared Content,3,4,4,5,Real-life statistics,None
University of Ibadan (UI),Renewable Natural Resources,Male,21–25,500 Level / Postgraduate,No,Not Applicable,None,3,3,3,3,No,Instagram,Facebook,Like only,3,2,3,5,Yes,Shared Content,4,3,5,3,Simplicity and clarity,More videos
University of Ibadan (UI),Science,Female,16–20,200 Level,Yes,Rarely,Campaign Flyers,3,5,2,3,Not sure,Facebook,Facebook,Like only,3,2,4,2,No,None,2,3,3,4,Strong visuals,None
University of Ibadan (UI),Social Sciences,Male,16–20,300 Level,Yes,Daily,Articles/Posts,4,3,5,5,Not sure,"WhatsApp, YouTube",Twitter (X),Like & Comment,3,1,4,5,Yes,Joined Group,3,5,3,4,Strong visuals,Make it relatable
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,100 Level,Yes,Daily,Videos/Documentaries,5,4,5,4,Yes,WhatsApp,WhatsApp,I only view/read,4,3,2,3,Yes,Shared Content,4,4,4,5,Emotional storytelling,Good job
Lead City University (LCU),Law,Male,16–20,200 Level,Yes,Weekly,Campaign Flyers,5,5,4,3,No,"Instagram, Twitter (X), WhatsApp",TikTok,Like only,2,3,4,2,Yes,Joined Group,3,2,5,5,Simplicity and clarity,Good job
University of Ibadan (UI),Arts,Male,21–25,300 Level,No,Not Applicable,None,3,3,3,3,No,WhatsApp,TikTok,Like & Comment,3,3,4,1,No,None,3,2,3,3,Emotional storytelling,None
"The Polytechnic, Ibadan",Science,Female,21–25,300 Level,Yes,Rarely,Videos/Documentaries,3,5,3,3,No,"WhatsApp, Instagram, TikTok",TikTok,Like only,5,3,3,3,No,None,2,5,1,3,Strong visuals,Collaborate with schools
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,100 Level,Yes,Weekly,Campaign Flyers,3,5,4,4,Yes,"YouTube, Instagram",Facebook,Like only,4,2,5,3,No,None,3,3,3,3,Emotional storytelling,More videos
University of Ibadan (UI),Social Sciences,Female,16–20,300 Level,Yes,Weekly,Infographics,2,4,3,4,Yes,"Twitter (X), TikTok",WhatsApp,Share/Repost,1,4,4,3,Yes,Joined Group,2,4,3,3,Strong visuals,None
Lead City University (LCU),Management,Male,16–20,100 Level,Yes,Weekly,Articles/Posts,4,5,4,3,Not sure,"Twitter (X), TikTok",WhatsApp,Like & Comment,3,3,4,5,Yes,"Joined Group, Tree-planting",2,5,5,5,Influencer promotion,More videos
Lead City University (LCU),Applied Sciences,Female,16–20,300 Level,Yes,Daily,Images/Posters,5,4,3,3,No,"WhatsApp, Twitter (X)",Instagram,Like only,3,3,5,3,Yes,Joined Group,3,4,5,4,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,16–20,300 Level,Yes,Weekly,Infographics,4,5,5,4,No,WhatsApp,Instagram,I only view/read,2,4,5,4,No,None,4,4,3,3,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Female,26–30,400 Level,Yes,Weekly,Articles/Posts,3,3,5,4,No,WhatsApp,Facebook,Like only,4,3,5,3,Yes,Shared Content,4,4,4,3,Simplicity and clarity,Make it relatable
Lead City University (LCU),Applied Sciences,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, TikTok",Instagram,Like & Comment,2,3,4,4,No,None,2,5,4,4,Influencer promotion,None
"Federal College of Agriculture, Ibadan",Agriculture,Male,16–20,400 Level,Yes,Daily,Campaign Flyers,4,5,3,5,No,Facebook,WhatsApp,Share/Repost,5,2,3,2,No,None,2,3,3,5,Strong visuals,None
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,300 Level,Yes,Weekly,Infographics,4,5,3,4,Not sure,WhatsApp,WhatsApp,I only view/read,5,5,5,3,Yes,Shared Content,5,5,5,2,Strong visuals,Good job
"Federal College of Agriculture, Ibadan",Agriculture,Female,21–25,400 Level,Yes,Daily,Videos/Documentaries,4,2,5,3,Yes,WhatsApp,Facebook,Participate in Challenges/Campaigns,3,3,5,3,Yes,"Shared Content, Tree-planting",3,3,2,4,Strong visuals,More videos
University of Ibadan (UI),Science,Male,21–25,100 Level,Yes,Weekly,Campaign Flyers,4,4,3,3,Yes,Twitter (X),Instagram,Like & Comment,4,4,4,2,No,None,4,5,4,3,Emotional storytelling,None
Lead City University (LCU),Applied Sciences,Male,21–25,400 Level,Yes,Weekly,Infographics,5,5,3,5,No,Instagram,Twitter (X),Share/Repost,3,3,5,2,Yes,Shared Content,4,5,4,2,Strong visuals,Make it relatable
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,Yes,Rarely,Campaign Flyers,5,3,3,2,Not sure,"WhatsApp, Facebook",Facebook,Like only,4,4,2,5,No,None,4,5,4,1,Strong visuals,More videos
Lead City University (LCU),Applied Sciences,Male,16–20,500 Level / Postgraduate,Yes,Weekly,Videos/Documentaries,5,4,5,4,Not sure,"WhatsApp, Twitter (X), Instagram",Facebook,I only view/read,4,3,5,1,Not sure,None,4,4,5,5,Strong visuals,Make it relatable
University of Ibadan (UI),Science,Male,21–25,200 Level,No,Not Applicable,None,3,3,3,3,No,"WhatsApp, Facebook, Instagram",WhatsApp,Share/Repost,4,3,5,3,No,None,2,3,1,2,Strong visuals,Make it relatable
Lead City University (LCU),Applied Sciences,Female,16–20,100 Level,Yes,Weekly,Videos/Documentaries,4,4,5,4,No,"TikTok, Facebook, WhatsApp",I do not engage,Like only,4,3,5,4,No,None,4,4,4,5,Strong visuals,None
Lead City University (LCU),Management,Female,Above 30,300 Level,Yes,Rarely,Videos/Documentaries,3,3,4,3,Yes,Facebook,WhatsApp,I only view/read,3,3,3,4,No,None,3,3,3,4,Strong visuals,None
"The Polytechnic, Ibadan",Business,Female,16–20,100 Level,Yes,Rarely,Articles/Posts,3,5,3,2,Yes,"Instagram, WhatsApp",Facebook,Like & Comment,3,3,3,4,No,None,2,3,3,5,Strong visuals,None
Lead City University (LCU),Law,Female,21–25,100 Level,Not sure,Not Applicable,None,3,3,3,3,No,Instagram,Instagram,I only view/read,5,2,2,4,Yes,Shared Content,2,4,3,3,Emotional storytelling,None
University of Ibadan (UI),Renewable Natural Resources,Female,21–25,200 Level,Yes,Rarely,Videos/Documentaries,4,4,2,2,Yes,"Facebook, WhatsApp",WhatsApp,I only view/read,5,5,5,4,Yes,Shared Content,3,4,4,3,Strong visuals,None
"Federal College of Agriculture, Ibadan",Horticulture,Male,21–25,200 Level,Yes,Weekly,Images/Posters,1,5,4,2,No,"Instagram, Facebook, WhatsApp, Twitter (X)",Instagram,Participate in Challenges/Campaigns,2,2,5,3,No,None,2,5,3,4,Strong visuals,None
